file,file_path,avg_positive,avg_negative,positive_count,negative_count,num_sentences
A Decade of Soaring and a Month of Stumbling for India_s Stocks.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Decade of Soaring and a Month of Stumbling for India_s Stocks.txt,0.9315425661893991,0.9822624325752258,13,13,26
A Diplomat Reflects on Taiwan_s Isolation.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Diplomat Reflects on Taiwan_s Isolation.txt,0.9496370752652487,0.9404403567314148,21,15,36
A Father_s Cranky Essays on Web Site Put Son in Jail in China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Father_s Cranky Essays on Web Site Put Son in Jail in China.txt,0.7942140698432922,0.950367882847786,2,20,22
A Flurry Of Diplomacy In Asia on Eve Of Arms Talks.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Flurry Of Diplomacy In Asia on Eve Of Arms Talks.txt,0.9075510935349898,0.955010982354482,11,15,26
A Gambling-Fueled Boom Adds to a Church_s Bane.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Gambling-Fueled Boom Adds to a Church_s Bane.txt,0.9385970681905746,0.9733574904244522,20,29,49
A Glum Day for Hong Kong Democrats.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Glum Day for Hong Kong Democrats.txt,0.9203119575977325,0.9865181808886321,8,23,31
A Good Bet Goes Sour In China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Good Bet Goes Sour In China.txt,0.8948628008365631,0.9717491090297699,12,30,42
A Handmaiden_s Tale.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Handmaiden_s Tale.txt,0.978810864686966,0.9264302594321114,30,7,37
A High-Fashion Lane in China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A High-Fashion Lane in China.txt,0.9920066640927241,0.9785335659980774,13,8,21
A Hint of Doubt In Every Shiny Medal.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Hint of Doubt In Every Shiny Medal.txt,0.95079580321908,0.9433612693101168,16,32,48
A Hong Kong Rally For Tough New Laws Pushed by Beijing.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Hong Kong Rally For Tough New Laws Pushed by Beijing.txt,0.8305425643920898,0.8906934261322021,2,8,10
A Hotel Chain Turns Upscale in China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Hotel Chain Turns Upscale in China.txt,0.9780043537418047,0.9586822652816772,24,25,49
A Hubbub Brewing Over the Dalai Lama_ Not in New York.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Hubbub Brewing Over the Dalai Lama_ Not in New York.txt,0.9734806012023579,0.945114197731018,22,25,47
"A Huge, Boat-Hurdling Carp Is No Mississippi Fish Story.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/A Huge, Boat-Hurdling Carp Is No Mississippi Fish Story.txt",0.9014404565095901,0.9578706817193465,20,55,75
A Journeyman_s Most Harrowing Trip.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Journeyman_s Most Harrowing Trip.txt,0.946812543604109,0.9246362473653711,18,23,41
A Man Without a Country Finds One After 57 Years.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Man Without a Country Finds One After 57 Years.txt,0.940703200666528,0.9631756827944801,19,42,61
A Middleman Who Doesn_t Feel Squeezed by China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Middleman Who Doesn_t Feel Squeezed by China.txt,0.9733831571496051,0.92821882550533,46,26,72
A Mixed Bag.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Mixed Bag.txt,0.9318352565169334,0.9606432497501374,8,10,18
A NATION CHALLENGED_ BEIJING_China Calls a Regional Meeting.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A NATION CHALLENGED_ BEIJING_China Calls a Regional Meeting.txt,0.8829816409519741,0.8582244366407394,7,4,11
A NATION CHALLENGED_ WHITE HOUSE MEMO_Allies Hear Sour Notes In _Axis of Evil_ Chorus.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A NATION CHALLENGED_ WHITE HOUSE MEMO_Allies Hear Sour Notes In _Axis of Evil_ Chorus.txt,0.9041766206423442,0.9307129780451456,15,24,39
A Nimble Newcomer in the Staid Old Furniture Industry.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Nimble Newcomer in the Staid Old Furniture Industry.txt,0.95653390342539,0.9491701886057854,44,40,84
"A Prolific Genghis Khan, It Seems, Helped People the World.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/A Prolific Genghis Khan, It Seems, Helped People the World.txt",0.9360717129707337,0.9701069990793864,25,24,49
A Quiet Tiananmen for the Torch Relay.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Quiet Tiananmen for the Torch Relay.txt,0.9309757818346438,0.9532606267929077,23,25,48
"A RESPIRATORY DISEASE_ CALIFORNIA_In Asian-American Neighborhoods, Fear and Precaution Are Spreading.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/A RESPIRATORY DISEASE_ CALIFORNIA_In Asian-American Neighborhoods, Fear and Precaution Are Spreading.txt",0.8172255328723362,0.9355430283716747,7,28,35
A RESPIRATORY DISEASE_ TOURISM_Illness Takes a Toll On Hotels in Asia.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A RESPIRATORY DISEASE_ TOURISM_Illness Takes a Toll On Hotels in Asia.txt,0.9274679376528814,0.9629230270018945,13,39,52
A RESPIRATORY ILLNESS_ HONG KONG_Virus Imperils Commerce And Economy In Asian Hub.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A RESPIRATORY ILLNESS_ HONG KONG_Virus Imperils Commerce And Economy In Asian Hub.txt,0.9967952171961466,0.9628061841834675,3,22,25
A Revival in Oklahoma.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Revival in Oklahoma.txt,0.9929899034045991,0.9843108654022217,21,22,43
A Sacred First For Opera Drama.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Sacred First For Opera Drama.txt,0.9944765440055302,0.9961821436882019,14,1,15
A Self-Made Billionaire Wrote Her Ticket On Recycled Cardboard.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Self-Made Billionaire Wrote Her Ticket On Recycled Cardboard.txt,0.9662555115563529,0.9443196402146266,56,26,82
A Shrinking Lead for KMT_Times Topics.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Shrinking Lead for KMT_Times Topics.txt,0.9730609655380249,0.9645241865744958,6,13,19
A Spy_s Motivation_ For Love of Another Country.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Spy_s Motivation_ For Love of Another Country.txt,0.9086534182230631,0.962138217071007,15,29,44
A Storied City Recaptures Its Former Glory.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Storied City Recaptures Its Former Glory.txt,0.9389450798432032,0.8916653394699097,48,19,67
A Stumble and a Lost Opportunity for Ohno to Defend His Gold Medal.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Stumble and a Lost Opportunity for Ohno to Defend His Gold Medal.txt,0.9429837930947542,0.980788699511824,32,29,61
A Suspected Case of SARS In China Alarms Officials.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Suspected Case of SARS In China Alarms Officials.txt,0.7491399645805359,0.9775662667611066,1,17,18
A Talk Show Host Wants To Be China_s Larry King.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Talk Show Host Wants To Be China_s Larry King.txt,0.9840014553070069,0.934819811866397,25,21,46
A Third Chinese Gymnast_s Age Is Questioned.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Third Chinese Gymnast_s Age Is Questioned.txt,0.9378633016631717,0.930969940988641,21,19,40
A Thirst for Milk Bred by New Wealth Sends Prices Soaring.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Thirst for Milk Bred by New Wealth Sends Prices Soaring.txt,0.9347124546766281,0.9633602185381783,16,36,52
A Top China Official Visits With Putin.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Top China Official Visits With Putin.txt,0.9863368357930865,,7,0,7
A Triple Play for the Olympics.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Triple Play for the Olympics.txt,0.9824927449226379,0.990920901298523,4,1,5
"A Two-Way Mirror, Cameras And Accusations of Spying.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/A Two-Way Mirror, Cameras And Accusations of Spying.txt",0.9364115297794342,0.9767551958560944,2,10,12
A Web Conflict Centers On Languages Used in Addresses.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Web Conflict Centers On Languages Used in Addresses.txt,0.936343857220241,0.9916677474975586,7,12,19
A Wharton Dean Is Named to Lead the Conference Board.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Wharton Dean Is Named to Lead the Conference Board.txt,0.9882836525256817,0.9083297327160835,13,8,21
A Year of Worry for Cambodia_s Garment Makers.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/A Year of Worry for Cambodia_s Garment Makers.txt,0.9431345009803772,0.9398463355733994,25,47,72
Adoptee Returns to China And Helps U.S. Team Win.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Adoptee Returns to China And Helps U.S. Team Win.txt,0.9775399250142714,0.9676990211009979,17,6,23
Advisory Commission Urges Congress to Get Tough on China Trade.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Advisory Commission Urges Congress to Get Tough on China Trade.txt,0.9185391877378736,0.9154771906988961,14,14,28
"After Recalls, Testing and Consumer Skepticism Seen as Threat to Holiday Toy Sales.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/After Recalls, Testing and Consumer Skepticism Seen as Threat to Holiday Toy Sales.txt",0.8592713962901722,0.9727179110050201,11,32,43
AFTEREFFECTS_ ASIAN ARENA_North Korea Prompts U.S. To Investigate Nuclear Boast.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/AFTEREFFECTS_ ASIAN ARENA_North Korea Prompts U.S. To Investigate Nuclear Boast.txt,0.8586292862892151,0.9599200487136841,4,30,34
"Ahead of North Korea Talks, Negotiators Tamp Down Expectations.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Ahead of North Korea Talks, Negotiators Tamp Down Expectations.txt",0.9743151068687439,0.9581542909145355,5,14,19
Aid From China Builds an Ally in East Timor.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Aid From China Builds an Ally in East Timor.txt,0.9795521314327533,0.9521965980529785,26,10,36
AIDS in 5 Nations Called Security Threat.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/AIDS in 5 Nations Called Security Threat.txt,0.9262112541632219,0.9179739952087402,11,26,37
ALTICOR IS EXPANDING AMWAY IN CHINESE MARKET.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/ALTICOR IS EXPANDING AMWAY IN CHINESE MARKET.txt,0.943035089969635,0.9586323499679565,5,1,6
An Apology In China From Mattel.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/An Apology In China From Mattel.txt,0.9223624467849731,0.95784767344594,7,32,39
An Auction of New Chinese Art Leaves Disjointed Noses in Its Wake.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/An Auction of New Chinese Art Leaves Disjointed Noses in Its Wake.txt,0.9747553865114847,0.9565575177019293,30,33,63
An East Asian Library.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/An East Asian Library.txt,0.9980688492457072,,3,0,3
Annan Urges Prompt Action On Sudan Draft.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Annan Urges Prompt Action On Sudan Draft.txt,0.957438588142395,0.9745428085327148,4,10,14
Another Top Treasury Official Announces Resignation Plans.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Another Top Treasury Official Announces Resignation Plans.txt,0.9390289664268494,0.8988824817869399,10,9,19
"Another Visit to China, Another Warning From a U.S. Official.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Another Visit to China, Another Warning From a U.S. Official.txt",0.835175504287084,0.9851392984390259,6,15,21
"ANTIQUES_Just Crazy About Imari, And Picky.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/ANTIQUES_Just Crazy About Imari, And Picky.txt",0.9427695244550705,0.9342637629736037,40,21,61
"ANTIQUES_Made in China_ All White, Milky, Lily or Lard.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/ANTIQUES_Made in China_ All White, Milky, Lily or Lard.txt",0.9554514802164502,0.9567611962556839,36,20,56
Appealing to Clients With Tiny Models.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Appealing to Clients With Tiny Models.txt,0.952701997756958,0.9996123909950256,5,1,6
Appetite For Stocks Slackening In China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Appetite For Stocks Slackening In China.txt,0.9704535640776157,0.966517973691225,16,32,48
Argentina and Brazil Align To Fight U.S. Trade Policy.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Argentina and Brazil Align To Fight U.S. Trade Policy.txt,0.9240940484133634,0.9478559957610236,11,18,29
Art of the Deal Meets The China Syndrome.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Art of the Deal Meets The China Syndrome.txt,0.94865832477808,0.954326825983384,16,34,50
ARTS ONLINE_Shoot Away. You Can_t Keep the Digital Avenger Down.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/ARTS ONLINE_Shoot Away. You Can_t Keep the Digital Avenger Down.txt,0.9313506782054901,0.971831273149561,42,27,69
Art_Architecture_Ruins of an Old Christian Church on Lao-Tzu_s Turf.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Art_Architecture_Ruins of an Old Christian Church on Lao-Tzu_s Turf.txt,0.9680550835634533,0.9557850584387779,38,16,54
"ART_ARCHITECTURE_Through a Bronze, Darkly.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/ART_ARCHITECTURE_Through a Bronze, Darkly.txt",0.9808261319994926,0.9432215458816953,40,18,58
"As China Girds for Olympics, New Violence.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/As China Girds for Olympics, New Violence.txt",0.9454608671367168,0.9646110132683156,16,43,59
"As China_s Economy Shines, The Party Line Loses Luster.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/As China_s Economy Shines, The Party Line Loses Luster.txt",0.9621359212645169,0.9698380983394125,29,46,75
"As Gazprom Goes, So Goes Russia.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/As Gazprom Goes, So Goes Russia.txt",0.941722608962149,0.9592375308275223,53,44,97
"As Group of 7 Gathers, Europe Looks Like an Outsider.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/As Group of 7 Gathers, Europe Looks Like an Outsider.txt",0.92775282534686,0.9609147993957295,11,34,45
"As Hurricane Ike Lashed Galveston, a Memory of the Great Storm of 1900.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/As Hurricane Ike Lashed Galveston, a Memory of the Great Storm of 1900.txt",0.9541722969575361,0.9535193993495061,22,26,48
"As the U.S. Buys Less, Germany Suffers.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/As the U.S. Buys Less, Germany Suffers.txt",0.9516753802696863,0.9785198122262955,24,36,60
Asian Markets Endure 2 Brutal Days of Plunges.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Asian Markets Endure 2 Brutal Days of Plunges.txt,0.9640170273027922,0.9842431264765122,19,34,53
Asian Markets Reap Benefits From Revalued Chinese Currency.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Asian Markets Reap Benefits From Revalued Chinese Currency.txt,0.912619431813558,0.9481733064902457,6,19,25
Asian Markets Seem Calm in China Crisis.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Asian Markets Seem Calm in China Crisis.txt,0.9018060427445632,0.9666659856836001,13,24,37
Asian-Americans Take Offense at a Law Firm Memo.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Asian-Americans Take Offense at a Law Firm Memo.txt,0.8834498167037964,0.9845618605613708,10,32,42
"At Auto Show, Chinese Are Sidelined but Not Ignored.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/At Auto Show, Chinese Are Sidelined but Not Ignored.txt",0.8987720225538526,0.9755746803500436,14,22,36
"At Davos, Foreign Funds Add Tension To the Talks.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/At Davos, Foreign Funds Add Tension To the Talks.txt",0.9594509482383728,0.9628036431968212,20,16,36
"At Europeans_ Talks With Tehran About Its Nuclear Future, a Familiar Impasse Endures.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/At Europeans_ Talks With Tehran About Its Nuclear Future, a Familiar Impasse Endures.txt",0.9778526797890663,0.9852966320130133,8,31,39
"At the Beijing Auto Show, Signs of a Behemoth to Come.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/At the Beijing Auto Show, Signs of a Behemoth to Come.txt",0.9732847809791565,0.9522735391344342,29,28,57
AT THE MOVIES_Kung-fu Brave Vs. Gallic Beast.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/AT THE MOVIES_Kung-fu Brave Vs. Gallic Beast.txt,0.9543161320686341,0.9174161804349799,25,19,44
Australia Wins 25-Year Deal to Supply Gas to China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Australia Wins 25-Year Deal to Supply Gas to China.txt,0.9020606527725855,0.9774067501227061,12,12,24
Australia_s Track Team Will Skip Ceremony.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Australia_s Track Team Will Skip Ceremony.txt,0.9652404297481884,0.9324256440867549,11,23,34
Awards In Ballet To China And U.S.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Awards In Ballet To China And U.S.txt,0.9977763414382934,0.9940676689147949,10,1,11
"Back in U.S., Meeting the Parents_American Born, Chinese Raised, and Confused.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Back in U.S., Meeting the Parents_American Born, Chinese Raised, and Confused.txt",0.9348368843396505,0.9764177452686221,21,43,64
Back of the Envelope.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Back of the Envelope.txt,0.9163160920143127,,2,0,2
Bank of China_s Mounting Problems.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Bank of China_s Mounting Problems.txt,0.9232216369022023,0.9683884133895239,11,48,59
Banned Chinese Sect Is Spurred On by Exiled Leader.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Banned Chinese Sect Is Spurred On by Exiled Leader.txt,0.9166875252356896,0.9665306131045024,13,30,43
"Before the Olympics, A Parade of Companies.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Before the Olympics, A Parade of Companies.txt",0.9753850400447845,0.943195244845222,34,17,51
"Before the Tyrannosaurus, Guanlong Roamed China.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Before the Tyrannosaurus, Guanlong Roamed China.txt",0.9443733096122742,0.9094063900411129,13,16,29
"Before Visit To China, A Rebuke.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Before Visit To China, A Rebuke.txt",0.9267114721811734,0.9736546639885221,13,28,41
Beijing and Caspian Oil Fields.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing and Caspian Oil Fields.txt,0.8931310432297843,0.9406765252351761,7,28,35
Beijing Asserts New Control Over Election Laws in Hong Kong.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Asserts New Control Over Election Laws in Hong Kong.txt,0.8757975200812022,0.9523911292736347,6,13,19
Beijing Increases Detentions of Illegal North Korean Immigrants.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Increases Detentions of Illegal North Korean Immigrants.txt,0.9640829265117645,0.9778437465429306,4,20,24
Beijing Journal_A Maoist Hero_s Ghost Tilts With Falun Gong.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Journal_A Maoist Hero_s Ghost Tilts With Falun Gong.txt,0.9353612580082633,0.9479770106928689,22,14,36
Beijing Journal_From Pest to Meal_ A Leap Forward_.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Journal_From Pest to Meal_ A Leap Forward_.txt,0.9506153464317322,0.9651919077424442,12,34,46
Beijing Journal_The East Is Blue and Orange as Hip-Hop Invades.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Journal_The East Is Blue and Orange as Hip-Hop Invades.txt,0.9047648577313674,0.9494892103331429,38,21,59
Beijing Launches Its Third Spacecraft.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Launches Its Third Spacecraft.txt,0.901778769493103,0.9587472677230835,5,1,6
Beijing Mayor Cracks Down on Internet Cafes After Fatal Fire.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Mayor Cracks Down on Internet Cafes After Fatal Fire.txt,0.8341389417648315,0.9809214858447804,5,17,22
Beijing Says Chinese-Born Scholar on Visit From U.S. Is a Spy.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Says Chinese-Born Scholar on Visit From U.S. Is a Spy.txt,0.8340957760810852,0.981695830821991,3,12,15
Beijing Softens Stance Against Taiwanese Law.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Beijing Softens Stance Against Taiwanese Law.txt,0.8508903483549753,0.9093462957276238,6,9,15
BEIJING_ EYEGLASSES.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/BEIJING_ EYEGLASSES.txt,0.9247526245958665,0.9632574182290298,17,13,30
BHP Billiton Remains Upbeat Over Bet on China_s Growth.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/BHP Billiton Remains Upbeat Over Bet on China_s Growth.txt,0.985055111348629,0.9663130700588226,24,30,54
Big Tech Companies Back Global Plan to Shield Online Speech.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Big Tech Companies Back Global Plan to Shield Online Speech.txt,0.9942822541509356,0.9802861767155784,7,14,21
Biggest Bank in China Planning an I.P.O.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Biggest Bank in China Planning an I.P.O.txt,0.9456044567955865,0.9231468319892884,9,15,24
"Bird by Bird, China Tackles Vast Flu Task.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Bird by Bird, China Tackles Vast Flu Task.txt",0.9384173691272736,0.9686965710586972,10,36,46
BlackBerry E-Mail Service To Be Offered In China.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/BlackBerry E-Mail Service To Be Offered In China.txt,0.9628096699714661,0.9322692056496938,5,36,41
"Blind Date for Old Turtles Yielded Eggs, No Offspring.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Blind Date for Old Turtles Yielded Eggs, No Offspring.txt",0.9910467167695364,0.9112872272729874,12,20,32
Boeing Announces New Orders Worth $13.7 Billion.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Boeing Announces New Orders Worth $13.7 Billion.txt,0.9597579687833786,0.83099365234375,12,4,16
Bolton Presses for New Method Of Calculating Dues at the U.N.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Bolton Presses for New Method Of Calculating Dues at the U.N.txt,0.9026362233691745,0.8986297908582186,9,19,28
Bond Investors Face Rate Threat (Again).txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Bond Investors Face Rate Threat (Again).txt,0.987472483089992,0.9791183250291007,7,35,42
BOOKS OF THE TIMES_Human Rights As Victim Of Politics.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/BOOKS OF THE TIMES_Human Rights As Victim Of Politics.txt,0.9508515456143547,0.9818634780553671,17,26,43
"Boy, 1, Dies and 3 Are Hurt In Brooklyn Basement Fire.txt","/content/drive/MyDrive/extracted_files/gwbush_01-08/Boy, 1, Dies and 3 Are Hurt In Brooklyn Basement Fire.txt",0.86522176861763,0.9636197811678836,4,19,23
Breakup of Drug Ring Is Momentary Victory.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Breakup of Drug Ring Is Momentary Victory.txt,0.880663255850474,0.9775216052165399,12,26,38
Bridgeport Looks to India to Fill Teaching Gaps.txt,/content/drive/MyDrive/extracted_files/gwbush_01-08/Bridgeport Looks to India to Fill Teaching Gaps.txt,0.9467245814976869,0.9332573016484579,54,39,93
