file,file_path,avg_positive,avg_negative,positive_count,negative_count,num_sentences
"A Beer Festival in China Has German Roots, but No Lederhosen.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A Beer Festival in China Has German Roots, but No Lederhosen.txt",0.9531283208302089,0.9599722524483999,21,12,33
A Big New Airport Shows China_s Strengths (and Weaknesses).txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Big New Airport Shows China_s Strengths (and Weaknesses).txt,0.9397284324680056,0.931736555966464,28,33,61
"A Breezy Resort, and a Thorny Agenda, for Trump_s Meeting With Xi Jinping of China.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A Breezy Resort, and a Thorny Agenda, for Trump_s Meeting With Xi Jinping of China.txt",0.9558740932008495,0.9264225789478847,23,28,51
A China-U.S. Trade Truce Could Enshrine a Global Economic Shift_news analysis.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A China-U.S. Trade Truce Could Enshrine a Global Economic Shift_news analysis.txt,0.9146311960437081,0.9428464478916592,22,45,67
"A Chinese Revolutionary, Reinventing Himself in American Exile_Books of The Times.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A Chinese Revolutionary, Reinventing Himself in American Exile_Books of The Times.txt",0.9517259725502559,0.9368644101279122,28,28,56
A Choppy Week for Markets Ends in Mixed Results.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Choppy Week for Markets Ends in Mixed Results.txt,0.8903857072194418,0.9537639714576103,12,37,49
A City of Possibilities Where the Best Choice May Be to Leave.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A City of Possibilities Where the Best Choice May Be to Leave.txt,0.9344204199314118,0.9502102971076966,50,60,110
A Computer Chip Shortage Is Linked to 2 Tech Booms_ A.I. and Digital Currencies.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Computer Chip Shortage Is Linked to 2 Tech Booms_ A.I. and Digital Currencies.txt,0.9416492229158228,0.942653453627298,22,43,65
A Defiant Trump Mutes North Korea Sanctions.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Defiant Trump Mutes North Korea Sanctions.txt,0.9759303544248853,0.9519236087799072,14,46,60
A Disney Rival in Retreat.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Disney Rival in Retreat.txt,0.8900476006361154,0.9610649247964224,13,36,49
A Father-Son Split Encapsulates Hong Kong_s Divides.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Father-Son Split Encapsulates Hong Kong_s Divides.txt,0.9640039883407892,0.9672969349643641,51,57,108
"A Feast, Inspired by Lulu Wang_s _The Farewell_.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A Feast, Inspired by Lulu Wang_s _The Farewell_.txt",0.9677022109771597,0.9427298439873589,58,27,85
A Fictional Heroine_s Fitful Upbringing Is Set Against the Sino-Japanese War_Fiction.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Fictional Heroine_s Fitful Upbringing Is Set Against the Sino-Japanese War_Fiction.txt,0.9814877046479119,0.9491509220429829,18,28,46
"A Generation Grows Up in China Without Google, Facebook or Twitter_The New New World.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A Generation Grows Up in China Without Google, Facebook or Twitter_The New New World.txt",0.9023582061131795,0.9582772818771569,30,37,67
A Generation of Architects Making Its Mark at Dizzying Speed.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Generation of Architects Making Its Mark at Dizzying Speed.txt,0.9913460450867811,0.8695028041090284,48,14,62
A Ghostly Spill Menaces Asia_s Richest Fisheries.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Ghostly Spill Menaces Asia_s Richest Fisheries.txt,0.8861241449009288,0.9634211431850087,11,55,66
A Global Divide Over a Missile Attack.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Global Divide Over a Missile Attack.txt,0.9523494328771319,0.9203814268112183,14,13,27
A High-Proof Tribute to Tiananmen_s Victims Finds a Way Back to China.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A High-Proof Tribute to Tiananmen_s Victims Finds a Way Back to China.txt,0.962670644124349,0.9345171985955074,15,29,44
A Hockey Globetrotter Finds Her Showcase at Home.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Hockey Globetrotter Finds Her Showcase at Home.txt,0.9730741803239031,0.9369910909579351,41,26,67
A Homage to Chinese Communism Is Destroyed in Taiwan.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Homage to Chinese Communism Is Destroyed in Taiwan.txt,0.9471199446254306,0.9503109663724899,9,20,29
A Jungle Airstrip Stirs Suspicions About China_s Plans for Cambodia.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Jungle Airstrip Stirs Suspicions About China_s Plans for Cambodia.txt,0.9068772324493953,0.9733852572166003,28,52,80
A Leading Investigative Reporter in China Has Had Enough.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Leading Investigative Reporter in China Has Had Enough.txt,0.8820115884145101,0.9519267732446844,15,55,70
"A Modern History of China, in Photographs_Nonfiction.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A Modern History of China, in Photographs_Nonfiction.txt",0.9503181791305542,0.9223509505391121,25,8,33
A Naval Collision Worries America_s Allies in Asia.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Naval Collision Worries America_s Allies in Asia.txt,0.9651912848154703,0.9745930297034128,18,35,53
A New Book Argues That Generic Drugs Are Poisoning Us_Nonfiction.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A New Book Argues That Generic Drugs Are Poisoning Us_Nonfiction.txt,0.8940148795092547,0.9837963297963143,27,40,67
A New Culprit Is Identified in China_s Choking Smog.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A New Culprit Is Identified in China_s Choking Smog.txt,0.8711227377255758,0.9842909395694732,6,10,16
A New Red Scare Is Reshaping Washington.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A New Red Scare Is Reshaping Washington.txt,0.9221674984899061,0.9401335459129483,29,51,80
A Place Where Chefs Want to Eat.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Place Where Chefs Want to Eat.txt,0.9682218735500917,0.9176544574804084,59,43,102
A Poetic Journey Through Western China.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Poetic Journey Through Western China.txt,0.9480921512341681,0.9295351089433183,131,129,260
A Problem Child of Telecom.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Problem Child of Telecom.txt,0.9437318183481693,0.9811704016250112,16,46,62
A Provocateur Who Put the Words _China Virus_ in Trump_s Mouth.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Provocateur Who Put the Words _China Virus_ in Trump_s Mouth.txt,0.9612636905090481,0.9424892969620533,51,39,90
A Refurbished Condo on Victoria Peak.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Refurbished Condo on Victoria Peak.txt,0.9686113595962524,0.8360436714213827,23,23,46
A Showdown Snags HSBC In the Middle.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Showdown Snags HSBC In the Middle.txt,0.9211944124915383,0.9807483483763302,11,34,45
A Surge of Covidivorces Now. Coronababies Later_.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Surge of Covidivorces Now. Coronababies Later_.txt,0.9361261039069204,0.972636879615064,33,53,86
A Tenuous Toehold for Solar.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Tenuous Toehold for Solar.txt,0.9732623975723982,0.9447027802467346,32,35,67
A Tibetan Collection Fights a Battle That Small Museums Often Face.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Tibetan Collection Fights a Battle That Small Museums Often Face.txt,0.943490649263064,0.954290387176332,24,21,45
A Tillerson Slip Offers a Peek Into Secret Planning on North Korea.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Tillerson Slip Offers a Peek Into Secret Planning on North Korea.txt,0.9800911925055764,0.9613047109709846,11,36,47
A Trump-Kim Deal Could Send China_s Trade With North Korea Soaring.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Trump-Kim Deal Could Send China_s Trade With North Korea Soaring.txt,0.9312481078608282,0.9642119044842927,29,23,52
"A View of Tibet, Subtle, Censored and Unvarnished.txt","/content/drive/MyDrive/extracted_files/trump_17-20/A View of Tibet, Subtle, Censored and Unvarnished.txt",0.9865404268105825,0.966371431350708,36,25,61
A Waterfront Estate With a Dramatic Feel.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Waterfront Estate With a Dramatic Feel.txt,0.9362906190482053,0.9198891005732797,22,22,44
A Working-Class Remedy That Hasn_t Worked Out.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A Working-Class Remedy That Hasn_t Worked Out.txt,0.9511814023319044,0.9563019959365621,19,34,53
A World of Possibilities for a Trump-Kim Summit Meeting.txt,/content/drive/MyDrive/extracted_files/trump_17-20/A World of Possibilities for a Trump-Kim Summit Meeting.txt,0.9395016506314278,0.9136441562856946,24,14,38
Activist Who Documented Protests Around China Gets 4-Year Term for _Picking Quarrels_.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Activist Who Documented Protests Around China Gets 4-Year Term for _Picking Quarrels_.txt,0.9487721068518502,0.933932363986969,7,14,21
Activists in Belarus Quietly Object as China Pours Money Into the Country.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Activists in Belarus Quietly Object as China Pours Money Into the Country.txt,0.9200309157371521,0.9418945405632257,20,32,52
Acupuncture May Ease Indigestion.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Acupuncture May Ease Indigestion.txt,0.7984062830607096,0.9817374348640442,3,8,11
Administration Tackles Hurdles Of a Kim Meeting.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Administration Tackles Hurdles Of a Kim Meeting.txt,0.9307369694990271,0.9584803836686271,17,35,52
"After Brief TikTok Run, Ex-Disney Executive Lines Up Investment Firm Gig.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Brief TikTok Run, Ex-Disney Executive Lines Up Investment Firm Gig.txt",0.959569376707077,0.9480470299720765,20,15,35
"After Dalai Lama_s Visit, Mongolia Breaks Ties.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Dalai Lama_s Visit, Mongolia Breaks Ties.txt",0.9613823127746582,0.9566393769704379,25,13,38
"After Failure With Kim, Another Test Looms in Xi.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Failure With Kim, Another Test Looms in Xi.txt",0.9840893030166626,0.933100085833977,25,29,54
"After Months Of Detention, Activist Faces Spying Count.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Months Of Detention, Activist Faces Spying Count.txt",0.9612671931584676,0.9474483400583267,9,20,29
"After Promising _Fire and Fury,_ A Push to Assuage Fears in Asia.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Promising _Fire and Fury,_ A Push to Assuage Fears in Asia.txt",0.9443664034207662,0.9491010294074104,15,42,57
"After Truce With U.S., China Cuts Tariffs on Many Global Imports.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Truce With U.S., China Cuts Tariffs on Many Global Imports.txt",0.9511916240056356,0.9571720957756042,3,10,13
"After Xi Leaves U.S., Chinese Media Assail Strike on Syria.txt","/content/drive/MyDrive/extracted_files/trump_17-20/After Xi Leaves U.S., Chinese Media Assail Strike on Syria.txt",0.9763821303844452,0.950999265716922,10,31,41
"Ahead of Asia Trip, Business Lobby Gives Pompeo an Earful on Trade War.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Ahead of Asia Trip, Business Lobby Gives Pompeo an Earful on Trade War.txt",0.987703263759613,0.9628118319170815,15,14,29
Ai Weiwei Display Protested in Manhattan.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Ai Weiwei Display Protested in Manhattan.txt,0.9446650445461273,0.9007609933614731,10,8,18
Ai Weiwei Plans Three Los Angeles Exhibitions.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Ai Weiwei Plans Three Los Angeles Exhibitions.txt,0.9894789887799157,0.9597584307193756,18,4,22
"Ailing Dissident_s Case Fits a Pattern in Chinese Prisons, Critics Say.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Ailing Dissident_s Case Fits a Pattern in Chinese Prisons, Critics Say.txt",0.9926139542034694,0.9757502818107605,7,50,57
"Alibaba_s Online Growth Surges, Even as It Looks Offline.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Alibaba_s Online Growth Surges, Even as It Looks Offline.txt",0.9740607085682097,0.9091356918215752,21,24,45
"Alibaba_s Payment Unit, With Its _Super-App,_ Files to Go Public.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Alibaba_s Payment Unit, With Its _Super-App,_ Files to Go Public.txt",0.9507445061908049,0.9399521594697778,17,22,39
Alibaba_s Strong Results Suggest Chinese Consumers Are Still Spending.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Alibaba_s Strong Results Suggest Chinese Consumers Are Still Spending.txt,0.9387324949105581,0.9222850980965988,24,23,47
"All About Ant Group, the Next Big Tech I.P.O.txt","/content/drive/MyDrive/extracted_files/trump_17-20/All About Ant Group, the Next Big Tech I.P.O.txt",0.9652340312798818,0.9460588321089745,24,32,56
"All About ZTE, the Chinese Sanctions Breaker That Trump Wants to Help.txt","/content/drive/MyDrive/extracted_files/trump_17-20/All About ZTE, the Chinese Sanctions Breaker That Trump Wants to Help.txt",0.9582904378573099,0.9568140208721161,6,34,40
Alphabet Widens Scope Of Comeback In China.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Alphabet Widens Scope Of Comeback In China.txt,0.9351720071974254,0.9837992130181729,21,39,60
Amazon Backs Away From China As Years of Sales Prove Lackluster.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Amazon Backs Away From China As Years of Sales Prove Lackluster.txt,0.9617614398399988,0.9804148607783847,12,18,30
America and Europe Are Split on China. They Must Come Together.txt,/content/drive/MyDrive/extracted_files/trump_17-20/America and Europe Are Split on China. They Must Come Together.txt,0.9455887738027071,0.953427961894444,19,35,54
American Basketball vs. Chinese Hardball_ Guess Who Won.txt,/content/drive/MyDrive/extracted_files/trump_17-20/American Basketball vs. Chinese Hardball_ Guess Who Won.txt,0.9272497814634572,0.9826936379807895,23,61,84
American Companies Tiptoe Toward China_s Big Shopping Day.txt,/content/drive/MyDrive/extracted_files/trump_17-20/American Companies Tiptoe Toward China_s Big Shopping Day.txt,0.9106675561736611,0.9547014053051288,17,26,43
Americans Need Generic Drugs. But Can They Trust Them_.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Americans Need Generic Drugs. But Can They Trust Them_.txt,0.8851566184650768,0.9648465592236746,55,84,139
Americans Scorned for Backing Mao Are Hailed in China.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Americans Scorned for Backing Mao Are Hailed in China.txt,0.9534198850393295,0.9486998869822576,20,39,59
"Amid Fears of Trade War, Trump Predicts China Will Relent.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Amid Fears of Trade War, Trump Predicts China Will Relent.txt",0.9410056173801422,0.9192744212992051,8,17,25
"Amid Optimism, China_s Currency Rises.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Amid Optimism, China_s Currency Rises.txt",0.9485650933705844,0.9595704604597652,26,34,60
"Amid Trouble With the West, Saudi Arabia Looks East.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Amid Trouble With the West, Saudi Arabia Looks East.txt",0.9513776200158256,0.9360845299328074,35,17,52
An Economy That Became No. 2 by Defying No. 1.txt,/content/drive/MyDrive/extracted_files/trump_17-20/An Economy That Became No. 2 by Defying No. 1.txt,0.9600353837013245,0.9643939595956069,95,117,212
An Urgent Push For Safeguards In Gene Editing.txt,/content/drive/MyDrive/extracted_files/trump_17-20/An Urgent Push For Safeguards In Gene Editing.txt,0.9287062647730805,0.9483832837878794,43,69,112
Ancient Mourners Turned On and Tuned In.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Ancient Mourners Turned On and Tuned In.txt,0.9223925225874957,0.938780503888284,17,31,48
Anger Erupts in China After Teen Says Guardian Repeatedly Raped Her.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Anger Erupts in China After Teen Says Guardian Repeatedly Raped Her.txt,0.9548014402389526,0.9519627778618424,16,27,43
"Angry at E.U., Greece Warms to China_s Cash.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Angry at E.U., Greece Warms to China_s Cash.txt",0.9462313159652378,0.9409176150093908,46,46,92
Angry at South Korea_ No More Kimchi Here.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Angry at South Korea_ No More Kimchi Here.txt,0.9465291897455851,0.9715338718891143,15,50,65
Another _Unfounded_ Study on Origins of Virus Spreads Online.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Another _Unfounded_ Study on Origins of Virus Spreads Online.txt,0.8260341712406704,0.9762947393788232,7,36,43
Anti-Asian Harassment Is Surging. Can Ads and Hashtags Help_.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Anti-Asian Harassment Is Surging. Can Ads and Hashtags Help_.txt,0.9127325686541471,0.9226971656084061,11,20,31
Anti-Chinese Posters at Melbourne Universities Are Tied to White Supremacists_The Breakdown.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Anti-Chinese Posters at Melbourne Universities Are Tied to White Supremacists_The Breakdown.txt,0.9123196601867676,0.9620381069183349,4,25,29
"Apple Adds to Qualcomm_s Troubles, Filing Lawsuit Over Rebates.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Apple Adds to Qualcomm_s Troubles, Filing Lawsuit Over Rebates.txt",0.9508549010052401,0.9570774869485335,17,44,61
"Apple Customer Data in China Was Sold for $7.3 Million, Police Say.txt","/content/drive/MyDrive/extracted_files/trump_17-20/Apple Customer Data in China Was Sold for $7.3 Million, Police Say.txt",0.9922332406044007,0.9618828232799258,5,28,33
Apple Drops Apps in China That Help Internet Users There Elude Censors.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Apple Drops Apps in China That Help Internet Users There Elude Censors.txt,0.9920924703280131,0.9877113605800428,6,19,25
Apple Names New Director In China as Sales Decline.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Apple Names New Director In China as Sales Decline.txt,0.9360815167427063,0.9449489977624681,5,9,14
Apps to Check the Air and Foil Big Brother.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Apps to Check the Air and Foil Big Brother.txt,0.9562929049134254,0.9819381322179522,24,28,52
Artist Flees Beijing After Filming Devastation of Mass Evictions.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Artist Flees Beijing After Filming Devastation of Mass Evictions.txt,0.9325611770153046,0.9546257154694919,10,29,39
"As Beijing Flexes Muscles, Waves of Risk Churn South China Sea.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Beijing Flexes Muscles, Waves of Risk Churn South China Sea.txt",0.9340292742619147,0.9398498957355818,26,72,98
"As Beijing Tightens Its Grip, Cash in Hong Kong Keeps Flowing.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Beijing Tightens Its Grip, Cash in Hong Kong Keeps Flowing.txt",0.9377492523193359,0.9752967442784991,25,35,60
"As China Talks Begin, Trump_s Trade Negotiator Tries to Keep President From Wavering.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As China Talks Begin, Trump_s Trade Negotiator Tries to Keep President From Wavering.txt",0.9415512681007385,0.9322033524513245,26,36,62
"As China Trade Talks Stall, Xi Faces a Decision_ Fold_ Or Double Down_.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As China Trade Talks Stall, Xi Faces a Decision_ Fold_ Or Double Down_.txt",0.9326025749507704,0.9521348595619201,19,55,74
"As Coronavirus Explodes in China, Countries Struggle to Control Its Spread.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Coronavirus Explodes in China, Countries Struggle to Control Its Spread.txt",0.8192975680033366,0.9620672063185618,15,52,67
"As Crisis Spirals, U.S. Will Evacuate Americans From Quarantined Ship.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Crisis Spirals, U.S. Will Evacuate Americans From Quarantined Ship.txt",0.9289501366161165,0.9527035481051395,21,38,59
"As Europe Backs Away From U.S. Positions, China Quietly Steps Into Breach.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Europe Backs Away From U.S. Positions, China Quietly Steps Into Breach.txt",0.9769885014085209,0.8833470910787582,17,20,37
"As Fears of Infection Spread, Paradise Comes With Prejudice.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Fears of Infection Spread, Paradise Comes With Prejudice.txt",0.9241811803409031,0.9706788118928671,7,32,39
"As Hong Kong Firms Fall in Line Over Protests, Some Workers Push Back.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Hong Kong Firms Fall in Line Over Protests, Some Workers Push Back.txt",0.9180943899684482,0.9846997000277042,18,32,50
"As Huawei Loses Google, the U.S.-China Tech Cold War Gets Its Iron Curtain_The New New World.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Huawei Loses Google, the U.S.-China Tech Cold War Gets Its Iron Curtain_The New New World.txt",0.9623880808552107,0.9619972359302432,24,43,67
"As Police Announce More Arrests, Protesters Take Stock of Tactics.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Police Announce More Arrests, Protesters Take Stock of Tactics.txt",0.8010447091526456,0.963411089145776,9,33,42
"As Qualcomm Deal Is Scrapped, China Denies Trade Link.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As Qualcomm Deal Is Scrapped, China Denies Trade Link.txt",0.7589068174362182,0.9571814889257605,5,22,27
"As the Global Economy Cools, Millions Are Still Short of a Full Recovery.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As the Global Economy Cools, Millions Are Still Short of a Full Recovery.txt",0.9454506403870053,0.9742328914729032,18,55,73
"As U.N. Gathers, Taiwan, Frozen Out, Struggles to Get Noticed.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As U.N. Gathers, Taiwan, Frozen Out, Struggles to Get Noticed.txt",0.9457020908594131,0.9308779372109307,24,18,42
"As U.S. Diplomats Fell Sick, Washington Minimized the Danger.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As U.S. Diplomats Fell Sick, Washington Minimized the Danger.txt",0.9277499951422215,0.960818653756922,16,77,93
"As U.S. Schools Move to Reopen Despite Covid-19, Teachers Threaten to Strike.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As U.S. Schools Move to Reopen Despite Covid-19, Teachers Threaten to Strike.txt",0.9221850167959929,0.9615981855370976,64,222,286
"As U.S.-China Trade War Rages, Some Australian Farmers See an Opportunity.txt","/content/drive/MyDrive/extracted_files/trump_17-20/As U.S.-China Trade War Rages, Some Australian Farmers See an Opportunity.txt",0.9633447378873825,0.9354988837242126,28,25,53
Asia Society Blames Staff for Barring Hong Kong Activist_s Speech.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Asia Society Blames Staff for Barring Hong Kong Activist_s Speech.txt,0.9542930892535618,0.9715432950428554,7,21,28
Asian Nations Shaken by President_s Warning on Korean Nuclear Program.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Asian Nations Shaken by President_s Warning on Korean Nuclear Program.txt,0.9359022341668606,0.9674282420066095,16,31,47
"At Hamburger Central, Antibiotics for Cattle That Aren_t Sick.txt","/content/drive/MyDrive/extracted_files/trump_17-20/At Hamburger Central, Antibiotics for Cattle That Aren_t Sick.txt",0.8969057564224515,0.9558068107474934,28,88,116
"At Happy Stony Noodle, a Childhood Favorite Anchors the Menu_Hungry City.txt","/content/drive/MyDrive/extracted_files/trump_17-20/At Happy Stony Noodle, a Childhood Favorite Anchors the Menu_Hungry City.txt",0.8972408260617938,0.9089733021599906,14,14,28
At Least 9 Die as Driver Plows Into Crowd in China.txt,/content/drive/MyDrive/extracted_files/trump_17-20/At Least 9 Die as Driver Plows Into Crowd in China.txt,0.6983475685119629,0.9687670667966207,1,15,16
At Stake When U.S. and China Leaders Meet_ Possibility of a New Cold War.txt,/content/drive/MyDrive/extracted_files/trump_17-20/At Stake When U.S. and China Leaders Meet_ Possibility of a New Cold War.txt,0.9812753355061566,0.9640642567114397,27,33,60
"At Starbucks, Trying Hard To Ease Fears.txt","/content/drive/MyDrive/extracted_files/trump_17-20/At Starbucks, Trying Hard To Ease Fears.txt",0.919901990228229,0.970428318347571,18,53,71
"At the State Dept., Calling for Alliances and Acting as a Coalition of One.txt","/content/drive/MyDrive/extracted_files/trump_17-20/At the State Dept., Calling for Alliances and Acting as a Coalition of One.txt",0.9249346613883972,0.9089627414941788,10,24,34
Attack Heightens Fears Of Political Violence By Organized Crime.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Attack Heightens Fears Of Political Violence By Organized Crime.txt,0.890348740418752,0.9690318981806437,15,30,45
August_s Book Club Pick_ A High-Octane Revenge Novel That Rips Through the Chinese Underworld.txt,/content/drive/MyDrive/extracted_files/trump_17-20/August_s Book Club Pick_ A High-Octane Revenge Novel That Rips Through the Chinese Underworld.txt,0.9782916903495789,0.9075123250484467,19,10,29
Australia Feels Its Ties to U.S. Put It in a Bind.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Australia Feels Its Ties to U.S. Put It in a Bind.txt,0.9539720302536374,0.9493163313184466,42,21,63
Australia Questions Global Allegiances.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Australia Questions Global Allegiances.txt,0.9252551885751578,0.9661901737704421,26,33,59
Australia Shudders Amid Talk of a Chinese Military Base in Its Backyard.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Australia Shudders Amid Talk of a Chinese Military Base in Its Backyard.txt,0.879825234413147,0.942781116281237,8,14,22
Australian Vote on Extradition Treaty With China Is Canceled.txt,/content/drive/MyDrive/extracted_files/trump_17-20/Australian Vote on Extradition Treaty With China Is Canceled.txt,0.9266249090433121,0.9213110287984212,8,15,23
