file,file_path,avg_positive,avg_negative,positive_count,negative_count,num_sentences
ANTIQUES_BELONGINGS OF THE THUNDER DRAGON.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/ANTIQUES_BELONGINGS OF THE THUNDER DRAGON.txt,0.9312615633010864,0.9108092463933505,25,13,38
ANTIQUES_Decoration in a Lavish Style.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/ANTIQUES_Decoration in a Lavish Style.txt,0.9577006237073378,0.9284422861205207,22,18,40
Army Tests Defenses Against Biological Weapons.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Army Tests Defenses Against Biological Weapons.txt,0.9804661870002747,0.9622083306312561,11,40,51
"Arriving in Tokyo, Baker Starts 3-Nation Asia Tour.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Arriving in Tokyo, Baker Starts 3-Nation Asia Tour.txt",0.901538701618419,0.9670474502173337,17,22,39
"ART_Nurture and Nature, for Asian-Americans.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/ART_Nurture and Nature, for Asian-Americans.txt",0.9635099458694458,0.9187517779714921,25,34,59
"As China_s Economy Thrives, The Public Sector Flounders.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/As China_s Economy Thrives, The Public Sector Flounders.txt",0.9505729754765828,0.9637908549375938,15,71,86
"As Hong Kong Elite Are Leaving, Japanese Investors Are Moving In.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/As Hong Kong Elite Are Leaving, Japanese Investors Are Moving In.txt",0.9541823729872704,0.9526778910611127,40,37,77
"As Things Ease in China, an Envoy Departs.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/As Things Ease in China, an Envoy Departs.txt",0.977634452856504,0.9471103961651142,13,13,26
Asian Games_Chinese Athletes Stun Their Foes.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Asian Games_Chinese Athletes Stun Their Foes.txt,0.9770386086569892,0.8877563889210041,18,13,31
Aspiring Party Leaders At Forefront of Revolt.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Aspiring Party Leaders At Forefront of Revolt.txt,0.9748549196455214,0.958641955727025,18,19,37
"At Bush_s Beijing Villa, Marxists Pursue Profit.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/At Bush_s Beijing Villa, Marxists Pursue Profit.txt",0.9757074884005955,0.9586152364225948,21,17,38
AUG. 30 - SEPT. 5_ New Abuses Charged_More Democracy Activists Detained in China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/AUG. 30 - SEPT. 5_ New Abuses Charged_More Democracy Activists Detained in China.txt,0.9592807292938232,0.9870162435940334,1,7,8
"AUGUST 16-22_ A Haiti Connection_Smuggling Chinese, Trawler Tries the East Coast.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/AUGUST 16-22_ A Haiti Connection_Smuggling Chinese, Trawler Tries the East Coast.txt",0.9514698386192322,0.9654930979013443,3,4,7
Baker Denounces Executions of Chinese Protesters.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Baker Denounces Executions of Chinese Protesters.txt,0.9613005816936493,0.9721076563000679,8,16,24
BAKER FAILS TO WIN ANY COMMITMENTS IN TALKS IN BEIJING.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BAKER FAILS TO WIN ANY COMMITMENTS IN TALKS IN BEIJING.txt,0.9579070607821146,0.9601049332907705,24,33,57
Baker to Visit China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Baker to Visit China.txt,0.7557902932167053,,2,0,2
Baker Warns China Against Selling New Missiles.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Baker Warns China Against Selling New Missiles.txt,0.9768707156181335,0.9283243900253659,3,21,24
BAKER WILL VISIT CHINA THIS MONTH.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BAKER WILL VISIT CHINA THIS MONTH.txt,0.9483619057215177,0.969301686837123,13,13,26
Ban on Chinese Mushrooms Is Announced by the F.D.A.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Ban on Chinese Mushrooms Is Announced by the F.D.A.txt,0.876926526427269,0.9976582924524943,4,6,10
Banks Follow Immigrants to Flushing.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Banks Follow Immigrants to Flushing.txt,0.9538120474570837,0.8937781137578628,39,17,56
BARCELONA_ BASKETBALL_U.S. Women Run Past Chinese to Win by 93-67.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BARCELONA_ BASKETBALL_U.S. Women Run Past Chinese to Win by 93-67.txt,0.9945808384153578,0.9792449048587254,9,14,23
BARCELONA_ DIVING_China and U.S. Divers Make Different Splashes.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BARCELONA_ DIVING_China and U.S. Divers Make Different Splashes.txt,0.9544003968653472,0.9677954758916583,23,35,58
BARCELONA_ SWIMMING_Too Good_ Too Fast_ Drug Rumors Stalk Chinese.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BARCELONA_ SWIMMING_Too Good_ Too Fast_ Drug Rumors Stalk Chinese.txt,0.954155425230662,0.9621783551715669,9,21,30
BARCELONA_Chinese Beam With Pride.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BARCELONA_Chinese Beam With Pride.txt,0.9680410292413499,0.9400221499903448,18,29,47
Beijing Aims Jail Releases at Influencing U.S.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Aims Jail Releases at Influencing U.S.txt,0.9257768094539642,0.9504015340524561,8,17,25
Beijing and Singapore Agree To Set Up Diplomatic Links.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing and Singapore Agree To Set Up Diplomatic Links.txt,0.9928535670042038,0.993050217628479,4,1,5
Beijing Calls for a _New Pattern_ In Its Relations With Washington.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Calls for a _New Pattern_ In Its Relations With Washington.txt,0.911321587032742,0.8730442253026095,9,11,20
Beijing Denounces Defector.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Denounces Defector.txt,0.9862512350082397,0.9955577552318573,1,2,3
Beijing Frees 97 Held in Protests To Try to Ease Domestic Tension.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Frees 97 Held in Protests To Try to Ease Domestic Tension.txt,0.9875004546982902,0.9107624143362045,7,16,23
Beijing Invites Chinese Abroad to Return Home.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Invites Chinese Abroad to Return Home.txt,0.9475415050983429,0.9543449838956197,12,15,27
Beijing Is Resolute on Terms For the Dalai Lama_s Return.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Is Resolute on Terms For the Dalai Lama_s Return.txt,,0.9204946309328079,0,4,4
"Beijing Journal_A Weekly Bath, and a Good Brain-Scrubbing Too.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_A Weekly Bath, and a Good Brain-Scrubbing Too.txt",0.962848037481308,0.9415397895009894,16,38,54
Beijing Journal_Army_s Business Sideline_ These Guns for Fun.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Army_s Business Sideline_ These Guns for Fun.txt,0.9764382727444172,0.9819085183350936,16,23,39
"Beijing Journal_As Daily Toes the Line, Readers Turn Their Backs.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_As Daily Toes the Line, Readers Turn Their Backs.txt",0.9649827011993953,0.9384498370104822,14,29,43
Beijing Journal_At Work Where the Cold War_s Ice Still Lingers.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_At Work Where the Cold War_s Ice Still Lingers.txt,0.934231814585234,0.9333319726743197,19,19,38
Beijing Journal_China Is Fighting for Its Soul_ Its Looted Antiques.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_China Is Fighting for Its Soul_ Its Looted Antiques.txt,0.9740960051616033,0.9765133142471314,12,25,37
Beijing Journal_China_s Campus Life_ A Torrent of Self-Criticism.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_China_s Campus Life_ A Torrent of Self-Criticism.txt,0.9823922355969746,0.9739581755229405,15,35,50
Beijing Journal_Chinese Cartoonist Is the Master of the Fine Line.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Chinese Cartoonist Is the Master of the Fine Line.txt,0.9542901775111323,0.9560110886891683,23,30,53
Beijing Journal_Counterfeit Train Ticket_ No Problem. It_s China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Counterfeit Train Ticket_ No Problem. It_s China.txt,0.9525704652070999,0.9690478463326732,20,31,51
Beijing Journal_English Spoken Here (by Would-Be Expatriates).txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_English Spoken Here (by Would-Be Expatriates).txt,0.848312724720348,0.9837208147402163,11,27,38
"Beijing Journal_For Chinese Spies, the Enemies Are Everywhere.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_For Chinese Spies, the Enemies Are Everywhere.txt",0.9876990275723594,0.9265943920170819,14,27,41
"Beijing Journal_For Jailed Scholar, a Wife_s Daring Voice on Rights.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_For Jailed Scholar, a Wife_s Daring Voice on Rights.txt",0.9023345708847046,0.9612757410321917,20,35,55
Beijing Journal_Freshest Nuance in China_s Art Is (Blush) Nudes.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Freshest Nuance in China_s Art Is (Blush) Nudes.txt,0.955484252423048,0.9430654227733613,16,30,46
Beijing Journal_Marxism Died and Left a Big Hole in Their Lives.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Marxism Died and Left a Big Hole in Their Lives.txt,0.8846617376103121,0.9665544714246478,17,28,45
"Beijing Journal_No Praise, Please! He Wants to Be the Premier.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_No Praise, Please! He Wants to Be the Premier.txt",0.9725700333004906,0.977462493456327,21,26,47
"Beijing Journal_On the Stifled Campuses, Faint Echoes of Dissent.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_On the Stifled Campuses, Faint Echoes of Dissent.txt",0.951162758995505,0.9743800773177036,17,43,60
"Beijing Journal_Stilled by the Unthinkable, a Singer Tries His Voice.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Stilled by the Unthinkable, a Singer Tries His Voice.txt",0.9410703877607981,0.9478764002387589,18,37,55
"Beijing Journal_Tiny Counterrevolutionaries Facing Reform From 200,000 Fly Swatters.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Tiny Counterrevolutionaries Facing Reform From 200,000 Fly Swatters.txt",0.9427495082219441,0.9673942309968612,15,34,49
"Beijing Journal_Whatever the High Walls Hide, It Isn_t Opulence.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Journal_Whatever the High Walls Hide, It Isn_t Opulence.txt",0.9397972191081327,0.9830154909027947,17,18,35
Beijing Marks 40 Years of Tibet_s _Liberation_.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Marks 40 Years of Tibet_s _Liberation_.txt,0.9478331486384074,0.9294771552085876,15,10,25
"Beijing Memo_As the Crackdown Continues, China Starts to Seem Just Like Old Times.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Memo_As the Crackdown Continues, China Starts to Seem Just Like Old Times.txt",0.9177756637334824,0.9396267393056084,20,34,54
Beijing Memo_Is the Crackdown a Legacy of Traditional China or of 20th-Century Communism_.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Memo_Is the Crackdown a Legacy of Traditional China or of 20th-Century Communism_.txt,0.9735131313403448,0.9533144961232725,12,23,35
Beijing Orders 2 More Americans to Leave China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Orders 2 More Americans to Leave China.txt,0.9177975058555603,0.9866216201936046,6,31,37
Beijing Orders Its Ambassadors Home for a Meeting.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Orders Its Ambassadors Home for a Meeting.txt,0.8405012488365173,0.9177519433638629,9,17,26
Beijing Ousts Governor Tied to Zhao.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Ousts Governor Tied to Zhao.txt,0.9705547461142907,0.966247809784753,13,14,27
Beijing Puts Khmer Rouge on Shorter Leash.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Puts Khmer Rouge on Shorter Leash.txt,0.9419318258762359,0.9687536093923781,10,18,28
"Beijing Regime to Fall, Student Leader Asserts.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Regime to Fall, Student Leader Asserts.txt",0.983106404542923,0.9422938227653503,6,4,10
Beijing Rejects Deadline for Talks And Students March in Defiance.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Rejects Deadline for Talks And Students March in Defiance.txt,0.958436444401741,0.9898149544994036,8,24,32
Beijing Seals Off Square_ Protest Fizzles.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Seals Off Square_ Protest Fizzles.txt,0.969409167766571,0.9694242609871758,4,9,13
"BEIJING SENTENCES, THEN RELEASES FOE.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/BEIJING SENTENCES, THEN RELEASES FOE.txt",0.9414803018936744,0.9820829573131743,13,21,34
Beijing Stops Key Dissident From Meeting With Bush.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Stops Key Dissident From Meeting With Bush.txt,0.9247342293912714,0.9588443522269909,11,26,37
Beijing to Limit More Posts In Hong Kong to the Chinese.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing to Limit More Posts In Hong Kong to the Chinese.txt,,0.8269376158714294,0,3,3
Beijing University Students Mark the 1989 Crackdown.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing University Students Mark the 1989 Crackdown.txt,0.9477076927820841,0.9291408737500508,3,15,18
BEIJING UNMOVED BY STUDENT_S PLEA.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BEIJING UNMOVED BY STUDENT_S PLEA.txt,0.874450167020162,0.9484330156575078,6,23,29
Beijing Voices _Indignation_ Over U.S. Remarks on Tibet.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Voices _Indignation_ Over U.S. Remarks on Tibet.txt,0.9914588928222656,0.9616450816392899,1,4,5
"Beijing Welcomes _Old Friend_ Nixon, Hoping for Thaw With U.S.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing Welcomes _Old Friend_ Nixon, Hoping for Thaw With U.S.txt",0.9629282703002294,0.8761520832777023,12,4,16
BEIJING_S LEADERS REPORTED TO MEET.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BEIJING_S LEADERS REPORTED TO MEET.txt,0.9754825962914361,0.9528150490352085,27,35,62
Beijing_s Top Priority_ Maintain Communism.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Beijing_s Top Priority_ Maintain Communism.txt,0.9265631172392104,0.9557005278766155,9,16,25
BETTER TIMES IN BEIJING.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BETTER TIMES IN BEIJING.txt,0.9784545610027928,0.9750872055689493,31,18,49
"Big Board Contends Company Is Hong Kong, Not Chinese.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Big Board Contends Company Is Hong Kong, Not Chinese.txt",0.9913500299056371,0.9643097281455993,12,15,27
"Big Classes, Little Space in Elmhurst.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Big Classes, Little Space in Elmhurst.txt",0.9317732900381088,0.9126403249543289,32,29,61
"Bogota Chief, at U.N., Asks U.S. to Curb Drug Demand.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Bogota Chief, at U.N., Asks U.S. to Curb Drug Demand.txt",0.9678627133369446,0.9589722071375165,15,7,22
Bootleg Tape of Aide_s Jab Is Hit in China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bootleg Tape of Aide_s Jab Is Hit in China.txt,0.9416925690390847,0.9602067690146597,11,19,30
Bridge(2).txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bridge(2).txt,0.9439219410220782,0.9813427885373434,24,15,39
Bridge--.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bridge--.txt,0.9869590244795147,0.9554835828867826,19,11,30
Bridge.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bridge.txt,0.9646462301413218,0.9688752605801537,12,21,33
Britain and China Publish Secret Hong Kong Files.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Britain and China Publish Secret Hong Kong Files.txt,0.9005532397164239,0.9622651826251637,9,11,20
Britain Seeks U.S. Visa Aid in Hong Kong.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Britain Seeks U.S. Visa Aid in Hong Kong.txt,0.850007692972819,0.8649575859308243,3,4,7
British Debate Entry of Hong Kong Refugees.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/British Debate Entry of Hong Kong Refugees.txt,0.9748081117868423,0.941339598460631,8,22,30
British Foreign Secretary Is Booed By Angry Crowds in Hong Kong.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/British Foreign Secretary Is Booed By Angry Crowds in Hong Kong.txt,0.950999116897583,0.9772035479545593,5,29,34
Briton Pledges Hong Kong Changes.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Briton Pledges Hong Kong Changes.txt,0.9513720671335856,0.946790443526374,6,18,24
"BRITON, IN CHINA, CALLS TIES NORMAL.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/BRITON, IN CHINA, CALLS TIES NORMAL.txt",0.9228960805469089,0.9367745220661163,18,10,28
Broadcasting Awards Given For Coverage of Disasters.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Broadcasting Awards Given For Coverage of Disasters.txt,0.9680464113200152,0.8957707087198893,27,9,36
Buddha and Genghis Khan Back in Mongolia.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Buddha and Genghis Khan Back in Mongolia.txt,0.9788126905759176,0.9405634274353852,30,37,67
Building a Voice for Chinese in the U.S.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Building a Voice for Chinese in the U.S.txt,0.9396104301725116,0.9701950505927757,21,27,48
BURMESE WARNING ON ARMS BUILDUP.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BURMESE WARNING ON ARMS BUILDUP.txt,0.9769557396570842,0.9058158993721008,15,17,32
BUSH IS DEFENDING ON CHINA.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BUSH IS DEFENDING ON CHINA.txt,0.8228126615285873,0.9650949727405201,8,11,19
BUSH IS SET BACK BY HOUSE OVERRIDE OF VETO ON CHINA.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BUSH IS SET BACK BY HOUSE OVERRIDE OF VETO ON CHINA.txt,0.9220967512381705,0.9595841897858514,19,27,46
Bush Nudges China on Anniversary of Crackdown.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush Nudges China on Anniversary of Crackdown.txt,0.9062466025352478,0.9521171450614929,8,12,20
Bush Order May Affect Grumman.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush Order May Affect Grumman.txt,0.893247766154153,0.9906322685155001,7,11,18
Bush Said to Order China Import-Barrier Inquiry.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush Said to Order China Import-Barrier Inquiry.txt,0.9950437545776367,0.9636955291032792,2,20,22
Bush Says _Common Ground Was Found_ in Asia Trip.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush Says _Common Ground Was Found_ in Asia Trip.txt,0.9339362628319684,0.9565255820751191,17,10,27
Bush Takes Upbeat Tone on Scheduling a Meeting With Gorbachev.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush Takes Upbeat Tone on Scheduling a Meeting With Gorbachev.txt,0.945984674351556,0.9408413276952856,14,17,31
Bush to Formalize Shield for Chinese in U.S.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush to Formalize Shield for Chinese in U.S.txt,0.9467030823230743,0.9143149046336904,10,17,27
Bush Vetoes Conditions on Trade Status of China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Bush Vetoes Conditions on Trade Status of China.txt,0.9308611750602722,0.9493174105882645,7,16,23
BUSH_S ARMS PLAN_China Welcomes Bush_s Proposal on Arms.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/BUSH_S ARMS PLAN_China Welcomes Bush_s Proposal on Arms.txt,0.9246025085449219,0.9713635245958964,3,3,6
Business Wary About End Of Martial Law in Beijing.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Business Wary About End Of Martial Law in Beijing.txt,0.8445018157362938,0.9696018730892855,8,17,25
"By the Sea, China_s Leaders Chart the Nation_s Path.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/By the Sea, China_s Leaders Chart the Nation_s Path.txt",0.9353801267487662,0.9638847374916076,21,25,46
Calls for Economic Changes Rise Among Chinese Officials.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Calls for Economic Changes Rise Among Chinese Officials.txt,0.9566940115048335,0.9886678827219996,26,29,55
Cambodian Factions to Meet Today.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Cambodian Factions to Meet Today.txt,0.9474074880282084,0.9533875259486112,15,11,26
Cambodian Rivals Said to Accept U.N. Peace Plan.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Cambodian Rivals Said to Accept U.N. Peace Plan.txt,0.9151687848156896,0.9064006964365642,29,30,59
CAMPUS LIFE_ Berkeley_Scholars in China Discover a Meal By Early Man.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/CAMPUS LIFE_ Berkeley_Scholars in China Discover a Meal By Early Man.txt,0.9613762199878693,0.8829344969529372,10,13,23
Campus Life_ M.I.T._Officials Seeking Grant to Establish Course in Chinese.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Campus Life_ M.I.T._Officials Seeking Grant to Establish Course in Chinese.txt,0.9381169766187668,0.9014460325241089,20,25,45
Can Choosing Form of Care Become Neglect_.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Can Choosing Form of Care Become Neglect_.txt,0.9050913254419962,0.9622624796979568,12,34,46
"Canton Journal_The Pastor_s Good for a Sermon, Even in Prison.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Canton Journal_The Pastor_s Good for a Sermon, Even in Prison.txt",0.9821322560310364,0.9481465369462967,14,40,54
Capital Flees an Edgy Hong Kong.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Capital Flees an Edgy Hong Kong.txt,0.8958251774311066,0.9533046586760159,12,29,41
Capitalist-Style Layoffs Ignite Sabotage and Strikes in China.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Capitalist-Style Layoffs Ignite Sabotage and Strikes in China.txt,0.9426219562689463,0.9689367956585354,12,45,57
Celebrating Chinese New Year.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Celebrating Chinese New Year.txt,0.9619480073451996,0.8893262892961502,8,4,12
Changes in China Offer Lessons for East Europe.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Changes in China Offer Lessons for East Europe.txt,0.9812740311026573,0.9264110654592514,8,20,28
CHANGES IN CHINA STIR FEAR OF U.S.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/CHANGES IN CHINA STIR FEAR OF U.S.txt,0.9226019428326533,0.9624627765856291,13,19,32
"Changsha Journal_In China_s Cities, the Busybodies Are Organized.txt","/content/drive/MyDrive/extracted_files/hwbush_89-92/Changsha Journal_In China_s Cities, the Busybodies Are Organized.txt",0.937963043942171,0.951885215614153,17,23,40
Cheney Presses Israeli on China Missile-Aid Issue.txt,/content/drive/MyDrive/extracted_files/hwbush_89-92/Cheney Presses Israeli on China Missile-Aid Issue.txt,0.8959595710039139,0.9532911589271144,4,19,23
