file,file_path,avg_positive,avg_negative,positive_count,negative_count,num_sentences
A Dip as Investors Dissect Earnings Reports and Deals.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Dip as Investors Dissect Earnings Reports and Deals.txt,0.9899089549268995,0.9862001459849509,14,38,52
A Dynamo Is Born of the Korean War_s Ashes.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Dynamo Is Born of the Korean War_s Ashes.txt,0.9908895754814148,0.9940685459545681,25,7,32
A Fire Monkey Can Usher In Chaos. So Can 600 or So Macaques.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Fire Monkey Can Usher In Chaos. So Can 600 or So Macaques.txt,0.9863130003213882,0.9362181208350442,12,11,23
A Fitting Move For Jimmy Choo.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Fitting Move For Jimmy Choo.txt,0.9195837199687957,0.9457386668239322,20,28,48
A Fresh Moment for _Japanese Cool_.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Fresh Moment for _Japanese Cool_.txt,0.9485408280576978,0.9056954750647912,14,13,27
A Gap Lingers in Taiwan_s Wartime Memory.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Gap Lingers in Taiwan_s Wartime Memory.txt,0.9328437131993911,0.9602536125616594,17,22,39
A Gloomy Forecast for Australian Economy in 2009.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Gloomy Forecast for Australian Economy in 2009.txt,0.8087914943695068,0.9737106351291432,5,17,22
A Growing Market With a Limited Talent Pool.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Growing Market With a Limited Talent Pool.txt,0.9748358726501465,0.957707228867904,12,23,35
A Hardware Renaissance in Silicon Valley.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Hardware Renaissance in Silicon Valley.txt,0.9605422019958496,0.9176251121929714,36,28,64
A Harrowing Focus on Child Brides and Rape.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Harrowing Focus on Child Brides and Rape.txt,0.9661267562346025,0.9485030041800605,33,9,42
A Hush Falls Over China.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Hush Falls Over China.txt,0.9453112334012985,0.9429091507074784,16,49,65
A King of Kung Fu Films Savors Work and Honors.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A King of Kung Fu Films Savors Work and Honors.txt,0.9404224832852681,0.9637288586659865,30,22,52
A Labor Movement Enabled by Technology.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Labor Movement Enabled by Technology.txt,0.9230356308130118,0.9752883111175737,13,38,51
"A Lifetime of Looking, Magically Recovered.txt","/content/drive/MyDrive/extracted_files/obama_09-16/A Lifetime of Looking, Magically Recovered.txt",0.9734553376148487,0.9505992668015616,58,35,93
A Long Goodbye for a Lost Railroad.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Long Goodbye for a Lost Railroad.txt,0.9617991745471954,0.9356092156902436,28,31,59
A Major Indicator of Business Sentiment in Europe Declines Unexpectedly.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Major Indicator of Business Sentiment in Europe Declines Unexpectedly.txt,0.9524103186347268,0.9966347937782606,11,24,35
A Month That Hedge Funds Would Sooner Forget.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Month That Hedge Funds Would Sooner Forget.txt,0.9779159757826064,0.9907549601612669,9,33,42
A More Militant Protest Demands Reforms From Beijing.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A More Militant Protest Demands Reforms From Beijing.txt,0.9788849013192313,0.9652866950401893,7,13,20
A Natural Painter_s Singular View of the Natural World.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Natural Painter_s Singular View of the Natural World.txt,0.9765608469645183,0.9877838730812073,15,5,20
A New Kind of Community Grows in Shanghai.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A New Kind of Community Grows in Shanghai.txt,0.9825400284358433,0.9403835237026215,28,10,38
A New Test Is Quicker For Finding Tainted Food.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A New Test Is Quicker For Finding Tainted Food.txt,0.9440686702728271,0.9834821224212646,2,6,8
A Night at the Electronics Factory.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Night at the Electronics Factory.txt,0.9287849995825026,0.9557338067003198,18,37,55
A Noted Silicon Valley Star Leaves SoftBank of Japan.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Noted Silicon Valley Star Leaves SoftBank of Japan.txt,0.9584691869585138,0.9655907117959225,38,33,71
A Once and Future Champion at Augusta_.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Once and Future Champion at Augusta_.txt,0.9461327016353607,0.9854290922482808,30,15,45
A Plan to Resettle Hong Kongers in Northern Ireland_ Surely You Jest.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Plan to Resettle Hong Kongers in Northern Ireland_ Surely You Jest.txt,0.9206478695074717,0.9791193008422852,6,13,19
A Porpoise Is Ensnared by Criminals and Nets.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Porpoise Is Ensnared by Criminals and Nets.txt,0.9624810559409005,0.9609062380568926,21,43,64
A Retreat From Citing China Over Its Currency.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Retreat From Citing China Over Its Currency.txt,0.9385194877783457,0.9325010460965774,6,17,23
A Running Start for a U.S.-Europe Trade Pact.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Running Start for a U.S.-Europe Trade Pact.txt,0.9456857618163613,0.937768070862211,34,29,63
A Russian Smartphone Has to Overcome Rivals and Jokes About Origin.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Russian Smartphone Has to Overcome Rivals and Jokes About Origin.txt,0.9554518644626324,0.9630906465980742,26,36,62
A Scaleback in Die-Cast Cars.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Scaleback in Die-Cast Cars.txt,0.9729687997273037,0.9315474594340605,7,17,24
A Sharp Rise in Retractions Prompts Calls for Reform.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Sharp Rise in Retractions Prompts Calls for Reform.txt,0.9391085793895106,0.9726374532495227,31,56,87
A Simple Way to Invest Grows More Complicated.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Simple Way to Invest Grows More Complicated.txt,0.9221601078384801,0.9649985179305076,38,40,78
A Sip From the Rocky Pools of the Immortals.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Sip From the Rocky Pools of the Immortals.txt,0.9556706839678238,0.9155661200368127,49,43,92
"A Strong Editorial, as The Times Struggles With Chinese Visas and Business Concerns.txt","/content/drive/MyDrive/extracted_files/obama_09-16/A Strong Editorial, as The Times Struggles With Chinese Visas and Business Concerns.txt",0.9933726886908213,0.9502295177915822,12,23,35
A Struggle to Quell Investor Fears Over Unsettled Emerging Markets.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Struggle to Quell Investor Fears Over Unsettled Emerging Markets.txt,0.9377614100774129,0.971936457865947,15,37,52
A Subversive Message in Hong Kong Goes Up in Lights.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Subversive Message in Hong Kong Goes Up in Lights.txt,0.9852505705573342,0.9785811503728231,11,15,26
"A Taste of Home, With More Anonymity.txt","/content/drive/MyDrive/extracted_files/obama_09-16/A Taste of Home, With More Anonymity.txt",0.9621107280254364,0.9099743230776354,40,22,62
A Test Ahead for the French Exception.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Test Ahead for the French Exception.txt,0.9460961937904357,0.9480565278618424,15,27,42
A Test For Climate Hawks.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Test For Climate Hawks.txt,0.9358957740995619,0.971362726688385,9,25,34
"A Theater in China That Brings Art, and Dwarfs, Out of the Shadows.txt","/content/drive/MyDrive/extracted_files/obama_09-16/A Theater in China That Brings Art, and Dwarfs, Out of the Shadows.txt",0.955152797348359,0.9628803065189948,34,26,60
A Train Ride Through Time_ From Iraq_s Checkered Past Into an Uncertain Future.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Train Ride Through Time_ From Iraq_s Checkered Past Into an Uncertain Future.txt,0.9580789979766396,0.954509271729377,34,31,65
A U.S.-China Odyssey_ Building a Better Mouse Map.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A U.S.-China Odyssey_ Building a Better Mouse Map.txt,0.9485488195310939,0.9624100164933638,44,33,77
A Wait That Paid Off in Gold and Bronze.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A Wait That Paid Off in Gold and Bronze.txt,0.975396592949712,0.9527021754871715,43,22,65
A War Turns Grimmer For a Guerrilla Leader.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A War Turns Grimmer For a Guerrilla Leader.txt,0.9557164822305951,0.9272771663963795,28,48,76
A _Midsummer_ Is Headed for China.txt,/content/drive/MyDrive/extracted_files/obama_09-16/A _Midsummer_ Is Headed for China.txt,0.9864185392856598,0.9942867755889893,10,2,12
"Across China, Walmart Faces Labor Unrest as Authorities Stand Aside.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Across China, Walmart Faces Labor Unrest as Authorities Stand Aside.txt",0.9104242324829102,0.9731357333560785,10,48,58
Adaptation.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Adaptation.txt,0.9635064892279797,0.9694096565246582,39,40,79
Adviser on Chinese Reverse Mergers Is Charged in a Securities Fraud Case.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Adviser on Chinese Reverse Mergers Is Charged in a Securities Fraud Case.txt,0.9573738723993301,0.9516344991597262,8,33,41
"After Brawl, China Irked By Its Team.txt","/content/drive/MyDrive/extracted_files/obama_09-16/After Brawl, China Irked By Its Team.txt",0.9857698593820844,0.9761093219121297,7,30,37
"After Inspections, China Moves Ahead With Nuclear Plans.txt","/content/drive/MyDrive/extracted_files/obama_09-16/After Inspections, China Moves Ahead With Nuclear Plans.txt",0.9215599223971367,0.9145753383636475,8,10,18
"After Plans Stall for Talks With South Korea, the North Sends an Invitation to the U.S.txt","/content/drive/MyDrive/extracted_files/obama_09-16/After Plans Stall for Talks With South Korea, the North Sends an Invitation to the U.S.txt",0.914526030421257,0.9616011381149292,12,16,28
"After Quake, Donors Shun Aid Groups Run by China.txt","/content/drive/MyDrive/extracted_files/obama_09-16/After Quake, Donors Shun Aid Groups Run by China.txt",0.922501802444458,0.929935824412566,12,26,38
"After the Party, Some Sober Reflections.txt","/content/drive/MyDrive/extracted_files/obama_09-16/After the Party, Some Sober Reflections.txt",0.9615650711915432,0.9248902568450341,39,39,78
"Against the Odds, Qihoo Gets Its Buyout.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Against the Odds, Qihoo Gets Its Buyout.txt",0.842605471611023,0.9414816647768021,5,12,17
Airlines Urged By U.S. to Give Notice to China.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Airlines Urged By U.S. to Give Notice to China.txt,0.8806191384792328,0.9851926741776643,14,27,41
Alarm as China Issues Rules for Disputed Area.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Alarm as China Issues Rules for Disputed Area.txt,0.9253198405106863,0.943069322903951,12,30,42
Alibaba Expands in Silicon Valley With Its First U.S. Data Center.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Alibaba Expands in Silicon Valley With Its First U.S. Data Center.txt,0.9856993779540062,0.9857788562774659,8,5,13
"Alibaba Markets Its Shares in Hong Kong, a City That Turned Away the I.P.O.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Alibaba Markets Its Shares in Hong Kong, a City That Turned Away the I.P.O.txt",0.9676957064204745,0.9561128086513944,9,9,18
"Alibaba Names New Chief, Seeking Vigor of Those _Born in the _70s_.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Alibaba Names New Chief, Seeking Vigor of Those _Born in the _70s_.txt",0.9617944757143656,0.9505323550917886,24,33,57
Alibaba Raises $21.8 Billion in Initial Public Offering.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Alibaba Raises $21.8 Billion in Initial Public Offering.txt,0.9089563705704429,0.9562554094526503,11,9,20
Alibaba_s I.P.O. Could Be a Bonanza for the Scions of Chinese Leaders.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Alibaba_s I.P.O. Could Be a Bonanza for the Scions of Chinese Leaders.txt,0.9621060937643051,0.9043100416660309,28,30,58
All Eyes on Washington Jan. 18-24.txt,/content/drive/MyDrive/extracted_files/obama_09-16/All Eyes on Washington Jan. 18-24.txt,0.9662358381531455,0.9118049542109171,11,12,23
American Chief Leaves Lenovo.txt,/content/drive/MyDrive/extracted_files/obama_09-16/American Chief Leaves Lenovo.txt,0.9632933810353279,0.9807338992754618,8,15,23
American Officials Press China on Efforts to Curb Greenhouse Gases.txt,/content/drive/MyDrive/extracted_files/obama_09-16/American Officials Press China on Efforts to Curb Greenhouse Gases.txt,0.930169936021169,0.8808385799912846,15,17,32
"Amid Unrest, Ukrainian President Defends Choice on Accords.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Amid Unrest, Ukrainian President Defends Choice on Accords.txt",0.8543474674224854,0.9610241328676542,16,24,40
Amnesty Says Governments Aid Rights Abuses.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Amnesty Says Governments Aid Rights Abuses.txt,0.9074489772319794,0.9717426725796291,6,21,27
"An American Superhero Film Steers Clear of Tibet, Just to Be Safe.txt","/content/drive/MyDrive/extracted_files/obama_09-16/An American Superhero Film Steers Clear of Tibet, Just to Be Safe.txt",0.9430228959430348,0.9479442961288221,22,33,55
An Artist Expands His Gaze to Worlds Beyond Vietnam.txt,/content/drive/MyDrive/extracted_files/obama_09-16/An Artist Expands His Gaze to Worlds Beyond Vietnam.txt,0.961469598305531,0.932542868282484,39,23,62
An Epic Drawn From the Tears Of Nanjing.txt,/content/drive/MyDrive/extracted_files/obama_09-16/An Epic Drawn From the Tears Of Nanjing.txt,0.9484619287883534,0.9641865364142826,34,28,62
An Internet Giant Seeks to Polish China_s Image.txt,/content/drive/MyDrive/extracted_files/obama_09-16/An Internet Giant Seeks to Polish China_s Image.txt,0.9517679631710052,0.9675367549061775,20,24,44
An Old Chinese Novel Is Racy Reading Still.txt,/content/drive/MyDrive/extracted_files/obama_09-16/An Old Chinese Novel Is Racy Reading Still.txt,0.9571234091468479,0.9742587715387344,23,20,43
An Outcry Helps Topple a Mao Statue 120 Feet Tall.txt,/content/drive/MyDrive/extracted_files/obama_09-16/An Outcry Helps Topple a Mao Statue 120 Feet Tall.txt,0.9649047596114022,0.9808142234881719,7,24,31
and a Chief Committed to Engagement.txt,/content/drive/MyDrive/extracted_files/obama_09-16/and a Chief Committed to Engagement.txt,0.966365747153759,0.9469240500646479,16,34,50
Another Link to China for a Fireworks Family.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Another Link to China for a Fireworks Family.txt,0.9895469933748245,0.8526979486147562,20,12,32
Antiterrorism Law Expands China_s Surveillance Power.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Antiterrorism Law Expands China_s Surveillance Power.txt,0.8474032878875732,0.9509230347780081,2,26,28
Apple Apology To Customers In China Over Repair Policy.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Apple Apology To Customers In China Over Repair Policy.txt,0.9195760658809117,0.9789576530456543,7,30,37
Apple iPhone Is Targeted in a Patent Complaint in China.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Apple iPhone Is Targeted in a Patent Complaint in China.txt,0.9141004085540771,0.939708697795868,7,15,22
Apple_s China Deal Helps Lift Technology Issues.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Apple_s China Deal Helps Lift Technology Issues.txt,0.9484906991322836,0.9380061705907186,12,15,27
Apple_s Profit Climbs 47_ As Sales Gain.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Apple_s Profit Climbs 47_ As Sales Gain.txt,0.9483286947011947,0.9496176029954638,20,14,34
April Growth in China Fails to Impress.txt,/content/drive/MyDrive/extracted_files/obama_09-16/April Growth in China Fails to Impress.txt,0.8987907916307449,0.99436494883369,8,17,25
"Arguments Are Made Over Security, Safe Borders and the N.S.A.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Arguments Are Made Over Security, Safe Borders and the N.S.A.txt",0.9334074333310127,0.9573975540697575,16,32,48
Array of Players Joining Race for Space at Bottom of the World.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Array of Players Joining Race for Space at Bottom of the World.txt,0.9251110869295457,0.9641515531323173,34,22,56
Arrest in China Rattles Backers Of Legal Rights.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Arrest in China Rattles Backers Of Legal Rights.txt,0.9332680877517251,0.9644731190055609,17,32,49
Arrest Warrant.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Arrest Warrant.txt,0.9892082661390305,0.9488921200527864,4,17,21
Artist Ai Weiwei Loses Appeal Over Tax Evasion Case.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Artist Ai Weiwei Loses Appeal Over Tax Evasion Case.txt,0.9784747242927552,0.9339524333675703,5,24,29
Art_ Ai Weiwei Was Here.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Art_ Ai Weiwei Was Here.txt,0.9531893283128738,0.9637048159326825,16,7,23
"Art_ Learning History, Fiber by Fiber.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Art_ Learning History, Fiber by Fiber.txt",0.9950872182846069,0.9281945824623108,5,1,6
"As Americans Stop Buying, Trade Deficit Declines.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Americans Stop Buying, Trade Deficit Declines.txt",0.9166292150815328,0.9797519848627203,6,34,40
"As China_s Economy Slows, a Look at What Could Happen.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As China_s Economy Slows, a Look at What Could Happen.txt",0.9653452515602112,0.9623804667166301,25,28,53
"As Chinese Leader_s Visit Nears, U.S. Is Urged to Allow Counterattacks on Hackers.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Chinese Leader_s Visit Nears, U.S. Is Urged to Allow Counterattacks on Hackers.txt",0.953892551935636,0.9482246154830569,13,21,34
"As Dollar_s Value Falls, Currency Conflicts Rise.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Dollar_s Value Falls, Currency Conflicts Rise.txt",0.9376809149980545,0.9767905522037197,12,37,49
"As Exxon Mobil Weighs Oil Bid, Afghans Move Closer to a Foreign Investment Goal.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Exxon Mobil Weighs Oil Bid, Afghans Move Closer to a Foreign Investment Goal.txt",0.8709874428235568,0.958144884360464,13,19,32
"As G20 Leaders Set Deal, Geithner Criticizes China.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As G20 Leaders Set Deal, Geithner Criticizes China.txt",0.8959795782963434,0.9295239614115821,12,18,30
"As Interest Grows in Great Walls, an Ancient Chinese Fortress Beckons.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Interest Grows in Great Walls, an Ancient Chinese Fortress Beckons.txt",0.9373160992798052,0.9137755792874557,38,26,64
"As Slump Wanes in India, I.P.O._s Make a Comeback.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Slump Wanes in India, I.P.O._s Make a Comeback.txt",0.9540497018740728,0.9481650553643703,13,16,29
"As Stock Market Plunges, Donald Trump Takes a Worldview.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Stock Market Plunges, Donald Trump Takes a Worldview.txt",0.9983628392219543,0.9685651709636053,1,12,13
"As Tensions Rise, U.S. and South Korea Begin Naval Drills.txt","/content/drive/MyDrive/extracted_files/obama_09-16/As Tensions Rise, U.S. and South Korea Begin Naval Drills.txt",0.913471519947052,0.9056515601965097,7,13,20
Asian Restaurant Workers to Get Back Pay.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Asian Restaurant Workers to Get Back Pay.txt,0.9840441584587097,0.9676564782857895,5,16,21
Asia_ China_ Fatal Shooting at Korean Border.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Asia_ China_ Fatal Shooting at Korean Border.txt,,0.990463137626648,0,6,6
Asia_s Giants Face Off_ India Digs In Its Heels as China Flexes Its Muscles.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Asia_s Giants Face Off_ India Digs In Its Heels as China Flexes Its Muscles.txt,0.9519909179728964,0.9617455576856931,23,24,47
"At Russia-China Border, Paws Sell Best.txt","/content/drive/MyDrive/extracted_files/obama_09-16/At Russia-China Border, Paws Sell Best.txt",0.938887808057997,0.967146989775867,9,41,50
"At Some Restaurants in China, a Shortcut to Addictive Food_ Poppies.txt","/content/drive/MyDrive/extracted_files/obama_09-16/At Some Restaurants in China, a Shortcut to Addictive Food_ Poppies.txt",0.9119915465513865,0.9464891992117229,6,19,25
"At Talks in Japan, U.S. Defends Actions of Fed.txt","/content/drive/MyDrive/extracted_files/obama_09-16/At Talks in Japan, U.S. Defends Actions of Fed.txt",0.9368890126546224,0.955328952182423,15,22,37
Auditor Said Not at Fault_ Investor Suit Is Dismissed.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Auditor Said Not at Fault_ Investor Suit Is Dismissed.txt,0.9292759895324707,0.9747799723236649,3,27,30
Australian National Team Seeks Competition in Asia.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Australian National Team Seeks Competition in Asia.txt,0.9780995321996284,0.8872505784034729,33,15,48
Avon Announces Plans to Seek a New Chief Executive.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Avon Announces Plans to Seek a New Chief Executive.txt,0.962953689851259,0.9521855525672436,19,16,35
"Back to School, to New Marching Orders.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Back to School, to New Marching Orders.txt",0.9380494983572709,0.9746768500493921,19,23,42
"Backing Protests, Chow Yun-fat Shrugs Off Risk to Career.txt","/content/drive/MyDrive/extracted_files/obama_09-16/Backing Protests, Chow Yun-fat Shrugs Off Risk to Career.txt",0.9647293795238842,0.972370046377182,11,20,31
Baidu to Digitally _Restore_ Historic Sites in Nepal.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Baidu to Digitally _Restore_ Historic Sites in Nepal.txt,0.9792526165644327,0.9718549847602844,6,6,12
Bain Capital May Buy Stake In a Major Chinese Retailer.txt,/content/drive/MyDrive/extracted_files/obama_09-16/Bain Capital May Buy Stake In a Major Chinese Retailer.txt,0.9989266693592072,0.9460009177525838,2,15,17
